lakeid,year4,sample_date,station,species_code,species_name,density,individuals_measured,avg_length
"CB",2006,2006-07-12 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",152.90,,
"CB",2006,2006-07-12 00:00:00,1,61810,"KERATELLA TICINENSIS",7.80,,
"CB",2006,2006-07-12 00:00:00,1,62406,"MONOSTYLA LUNARIS",0.60,,
"CB",2006,2006-07-12 00:00:00,1,63004,"POLYARTHRA REMATA",1.10,,
"CB",2006,2006-07-12 00:00:00,1,63005,"POLYARTHRA VULGARIS",16.80,,
"CB",2006,2006-07-12 00:00:00,1,63612,"TRICHOCERCA MULTICRINIS",0.60,,
"CB",2006,2006-08-07 00:00:00,1,10000,"COPEPOD NAUPLII",54.30,10,0.18
"CB",2006,2006-08-07 00:00:00,1,20601,"MESOCYCLOPS EDAX",17.90,,
"CB",2006,2006-08-07 00:00:00,1,50700,"BOSMINIDAE",0.80,,
"CB",2006,2006-08-07 00:00:00,1,51130,"DAPHNIA PULICARIA",9.50,,
"CB",2006,2006-08-07 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",0.60,,
"CB",2006,2006-08-07 00:00:00,1,61502,"GASTROPUS STYLIFER",1.70,,
"CB",2006,2006-08-07 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",0.60,,
"CB",2006,2006-08-07 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",73.90,13,0.11
"CB",2006,2006-08-07 00:00:00,1,61810,"KERATELLA TICINENSIS",6.20,,
"CB",2006,2006-08-07 00:00:00,1,63004,"POLYARTHRA REMATA",8.40,,
"CB",2006,2006-08-07 00:00:00,1,63005,"POLYARTHRA VULGARIS",34.20,16,0.12
"CB",2006,2006-08-07 00:00:00,1,63400,"SYNCHAETA",0.60,,
"CB",2006,2006-08-07 00:00:00,1,63612,"TRICHOCERCA MULTICRINIS",0.60,,
"CB",2006,2006-08-07 00:00:00,1,88888,"UNKNOWN ROTIFER",0.60,,
"CB",2006,2006-09-07 00:00:00,1,10000,"COPEPOD NAUPLII",14.00,,
"CB",2006,2006-09-07 00:00:00,1,20000,"CYCLOPOID",0.30,1,0.34
"CB",2006,2006-09-07 00:00:00,1,20601,"MESOCYCLOPS EDAX",32.50,116,0.97
"CB",2006,2006-09-07 00:00:00,1,50700,"BOSMINIDAE",1.40,5,0.32
"CB",2006,2006-09-07 00:00:00,1,51000,"CHYDORUS",0.30,1,0.23
"CB",2006,2006-09-07 00:00:00,1,51130,"DAPHNIA PULICARIA",14.80,53,0.85
"CB",2006,2006-09-07 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",6.40,23,0.62
"CB",2006,2006-09-07 00:00:00,1,61502,"GASTROPUS STYLIFER",5.00,3,0.07
"CB",2006,2006-09-07 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",51.00,30,0.11
"CB",2006,2006-09-07 00:00:00,1,61807,"KERATELLA SERRULATA",0.60,1,0.11
"CB",2006,2006-09-07 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",58.20,33,0.11
"CB",2006,2006-09-07 00:00:00,1,63004,"POLYARTHRA REMATA",9.00,7,0.08
"CB",2006,2006-09-07 00:00:00,1,63005,"POLYARTHRA VULGARIS",31.40,16,0.11
"CB",2006,2006-09-07 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",4.50,1,0.10
"CB",2006,2006-09-07 00:00:00,1,63612,"TRICHOCERCA MULTICRINIS",0.60,,
"CB",2006,2006-10-03 00:00:00,1,10000,"COPEPOD NAUPLII",1.70,6,0.15
"CB",2006,2006-10-03 00:00:00,1,20601,"MESOCYCLOPS EDAX",2.30,8,1.13
"CB",2006,2006-10-03 00:00:00,1,51000,"CHYDORUS",0.30,1,0.21
"CB",2006,2006-10-03 00:00:00,1,51130,"DAPHNIA PULICARIA",17.40,62,1.08
"CB",2006,2006-10-03 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",1.40,4,0.86
"CB",2006,2006-10-03 00:00:00,1,61502,"GASTROPUS STYLIFER",1.70,,
"CB",2006,2006-10-03 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",0.80,,
"CB",2006,2006-10-03 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",28.60,,
"CB",2006,2006-10-03 00:00:00,1,61900,"LECANE",0.30,,
"CB",2006,2006-10-03 00:00:00,1,62406,"MONOSTYLA LUNARIS",0.30,,
"CB",2006,2006-10-03 00:00:00,1,63003,"POLYARTHRA MAJOR",0.30,,
"CB",2006,2006-10-03 00:00:00,1,63004,"POLYARTHRA REMATA",2.00,,
"CB",2006,2006-10-03 00:00:00,1,63005,"POLYARTHRA VULGARIS",10.90,,
"CB",2006,2006-10-03 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",0.80,,
"CB",2006,2006-10-26 00:00:00,1,10000,"COPEPOD NAUPLII",11.20,28,0.15
"CB",2006,2006-10-26 00:00:00,1,20601,"MESOCYCLOPS EDAX",0.60,2,1.44
"CB",2006,2006-10-26 00:00:00,1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.30,,
"CB",2006,2006-10-26 00:00:00,1,50201,"ACROPERUS HARPAE",0.30,1,0.48
"CB",2006,2006-10-26 00:00:00,1,50700,"BOSMINIDAE",0.60,2,0.41
"CB",2006,2006-10-26 00:00:00,1,51000,"CHYDORUS",8.40,30,0.30
"CB",2006,2006-10-26 00:00:00,1,51130,"DAPHNIA PULICARIA",4.50,17,1.07
"CB",2006,2006-10-26 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",1.10,4,0.88
"CB",2006,2006-10-26 00:00:00,1,60201,"ASCOMORPHA ECAUDIS",0.30,,
"CB",2006,2006-10-26 00:00:00,1,60800,"CONOCHILOIDES",0.30,,
"CB",2006,2006-10-26 00:00:00,1,61502,"GASTROPUS STYLIFER",2.00,,
"CB",2006,2006-10-26 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",9.00,,
"CB",2006,2006-10-26 00:00:00,1,61801,"KERATELLA COCHLEARIS",0.60,,
"CB",2006,2006-10-26 00:00:00,1,61805,"KERATELLA HIEMALIS",0.30,,
"CB",2006,2006-10-26 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",8.70,,
"CB",2006,2006-10-26 00:00:00,1,61900,"LECANE",0.30,,
"CB",2006,2006-10-26 00:00:00,1,62406,"MONOSTYLA LUNARIS",0.80,,
"CB",2006,2006-10-26 00:00:00,1,63004,"POLYARTHRA REMATA",5.30,,
"CB",2006,2006-10-26 00:00:00,1,63005,"POLYARTHRA VULGARIS",16.20,,
"CB",2006,2006-10-26 00:00:00,1,63400,"SYNCHAETA",2.20,,
"CB",2007,2007-02-21 00:00:00,1,10000,"COPEPOD NAUPLII",8.40,,
"CB",2007,2007-02-21 00:00:00,1,20000,"CYCLOPOID",0.30,,
"CB",2007,2007-02-21 00:00:00,1,20101,"ACANTHOCYCLOPS VERNALIS",0.60,,
"CB",2007,2007-02-21 00:00:00,1,20302,"DIACYCLOPS THOMASI",0.30,,
"CB",2007,2007-02-21 00:00:00,1,50700,"BOSMINIDAE",44.00,,
"CB",2007,2007-02-21 00:00:00,1,51000,"CHYDORUS",33.60,,
"CB",2007,2007-02-21 00:00:00,1,60203,"ASCOMORPHA SALTANS",190.40,,
"CB",2007,2007-02-21 00:00:00,1,61300,"EUCHLANIS",2.80,,
"CB",2007,2007-02-21 00:00:00,1,61502,"GASTROPUS STYLIFER",70.00,,
"CB",2007,2007-02-21 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",627.20,,
"CB",2007,2007-02-21 00:00:00,1,61800,"KERATELLA",42.00,,
"CB",2007,2007-02-21 00:00:00,1,61805,"KERATELLA HIEMALIS",411.60,,
"CB",2007,2007-02-21 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",165.20,,
"CB",2007,2007-02-21 00:00:00,1,63004,"POLYARTHRA REMATA",574.00,,
"CB",2007,2007-02-21 00:00:00,1,63700,"TRICHOTRIA",5.60,,
"CB",2007,2007-02-21 00:00:00,1,88888,"UNKNOWN ROTIFER",98.00,,
"CB",2007,2007-04-23 00:00:00,1,10000,"COPEPOD NAUPLII",64.40,,
"CB",2007,2007-04-23 00:00:00,1,20000,"CYCLOPOID",1.10,,
"CB",2007,2007-04-23 00:00:00,1,20601,"MESOCYCLOPS EDAX",8.40,,
"CB",2007,2007-04-23 00:00:00,1,50700,"BOSMINIDAE",1.70,,
"CB",2007,2007-04-23 00:00:00,1,51000,"CHYDORUS",0.30,,
"CB",2007,2007-04-23 00:00:00,1,51130,"DAPHNIA PULICARIA",0.30,,
"CB",2007,2007-04-23 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",0.30,,
"CB",2007,2007-04-23 00:00:00,1,60203,"ASCOMORPHA SALTANS",109.20,,
"CB",2007,2007-04-23 00:00:00,1,61502,"GASTROPUS STYLIFER",14.00,,
"CB",2007,2007-04-23 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",582.40,,
"CB",2007,2007-04-23 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",322.00,,
"CB",2007,2007-04-23 00:00:00,1,61810,"KERATELLA TICINENSIS",322.00,,
"CB",2007,2007-04-23 00:00:00,1,63004,"POLYARTHRA REMATA",123.20,,
"CB",2007,2007-04-23 00:00:00,1,63005,"POLYARTHRA VULGARIS",5.60,,
"CB",2007,2007-04-23 00:00:00,1,63400,"SYNCHAETA",14.00,,
"CB",2007,2007-05-23 00:00:00,1,10000,"COPEPOD NAUPLII",58.80,,
"CB",2007,2007-05-23 00:00:00,1,20000,"CYCLOPOID",4.20,2,0.36
"CB",2007,2007-05-23 00:00:00,1,20302,"DIACYCLOPS THOMASI",1.10,1,0.75
"CB",2007,2007-05-23 00:00:00,1,20601,"MESOCYCLOPS EDAX",27.40,43,0.71
"CB",2007,2007-05-23 00:00:00,1,50700,"BOSMINIDAE",2.50,4,0.27
"CB",2007,2007-05-23 00:00:00,1,51000,"CHYDORUS",1.10,,
"CB",2007,2007-05-23 00:00:00,1,51130,"DAPHNIA PULICARIA",5.30,5,0.91
"CB",2007,2007-05-23 00:00:00,1,60800,"CONOCHILOIDES",2.80,,
"CB",2007,2007-05-23 00:00:00,1,61502,"GASTROPUS STYLIFER",59.90,,
"CB",2007,2007-05-23 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",208.90,,
"CB",2007,2007-05-23 00:00:00,1,61800,"KERATELLA",0.60,,
"CB",2007,2007-05-23 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",396.50,,
"CB",2007,2007-05-23 00:00:00,1,61810,"KERATELLA TICINENSIS",4.50,,
"CB",2007,2007-05-23 00:00:00,1,62406,"MONOSTYLA LUNARIS",0.60,,
"CB",2007,2007-05-23 00:00:00,1,63004,"POLYARTHRA REMATA",68.30,,
"CB",2007,2007-05-23 00:00:00,1,63005,"POLYARTHRA VULGARIS",5.00,,
"CB",2007,2007-06-18 00:00:00,1,10000,"COPEPOD NAUPLII",30.80,,
"CB",2007,2007-06-18 00:00:00,1,20601,"MESOCYCLOPS EDAX",12.90,,
"CB",2007,2007-06-18 00:00:00,1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.30,,
"CB",2007,2007-06-18 00:00:00,1,50700,"BOSMINIDAE",23.20,,
"CB",2007,2007-06-18 00:00:00,1,51000,"CHYDORUS",1.10,,
"CB",2007,2007-06-18 00:00:00,1,51130,"DAPHNIA PULICARIA",15.10,,
"CB",2007,2007-06-18 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",3.10,,
"CB",2007,2007-06-18 00:00:00,1,53200,"SCAPHOLEBERIS",0.30,,
"CB",2007,2007-06-18 00:00:00,1,61502,"GASTROPUS STYLIFER",24.60,,
"CB",2007,2007-06-18 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",18.50,,
"CB",2007,2007-06-18 00:00:00,1,61800,"KERATELLA",0.60,,
"CB",2007,2007-06-18 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",318.60,,
"CB",2007,2007-06-18 00:00:00,1,63004,"POLYARTHRA REMATA",1.70,,
"CB",2007,2007-06-18 00:00:00,1,63005,"POLYARTHRA VULGARIS",37.50,,
"CB",2007,2007-07-18 00:00:00,1,10000,"COPEPOD NAUPLII",30.80,,
"CB",2007,2007-07-18 00:00:00,1,20601,"MESOCYCLOPS EDAX",12.60,,
"CB",2007,2007-07-18 00:00:00,1,50700,"BOSMINIDAE",2.50,,
"CB",2007,2007-07-18 00:00:00,1,51000,"CHYDORUS",0.30,,
"CB",2007,2007-07-18 00:00:00,1,51130,"DAPHNIA PULICARIA",6.40,,
"CB",2007,2007-07-18 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",2.80,,
"CB",2007,2007-07-18 00:00:00,1,60201,"ASCOMORPHA ECAUDIS",0.60,,
"CB",2007,2007-07-18 00:00:00,1,60202,"ASCOMORPHA OVALIS",1.10,,
"CB",2007,2007-07-18 00:00:00,1,60800,"CONOCHILOIDES",9.00,,
"CB",2007,2007-07-18 00:00:00,1,61502,"GASTROPUS STYLIFER",23.00,,
"CB",2007,2007-07-18 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",86.20,,
"CB",2007,2007-07-18 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",73.90,,
"CB",2007,2007-07-18 00:00:00,1,61810,"KERATELLA TICINENSIS",22.40,,
"CB",2007,2007-07-18 00:00:00,1,63004,"POLYARTHRA REMATA",24.10,,
"CB",2007,2007-07-18 00:00:00,1,63005,"POLYARTHRA VULGARIS",70.00,,
"CB",2007,2007-07-18 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",21.80,,
"CB",2007,2007-07-18 00:00:00,1,63612,"TRICHOCERCA MULTICRINIS",1.10,,
"CB",2007,2007-07-18 00:00:00,1,88888,"UNKNOWN ROTIFER",2.20,,
"CB",2007,2007-08-14 00:00:00,1,10000,"COPEPOD NAUPLII",25.80,,
"CB",2007,2007-08-14 00:00:00,1,20601,"MESOCYCLOPS EDAX",5.40,,
"CB",2007,2007-08-14 00:00:00,1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.70,,
"CB",2007,2007-08-14 00:00:00,1,30000,"CALANOID",0.30,,
"CB",2007,2007-08-14 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",4.20,,
"CB",2007,2007-08-14 00:00:00,1,60200,"ASCOMORPHA",8.40,,
"CB",2007,2007-08-14 00:00:00,1,60202,"ASCOMORPHA OVALIS",1.10,,
"CB",2007,2007-08-14 00:00:00,1,60500,"CEPHALODELLA",0.60,,
"CB",2007,2007-08-14 00:00:00,1,60800,"CONOCHILOIDES",0.60,,
"CB",2007,2007-08-14 00:00:00,1,61502,"GASTROPUS STYLIFER",31.40,,
"CB",2007,2007-08-14 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",137.80,,
"CB",2007,2007-08-14 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",71.10,,
"CB",2007,2007-08-14 00:00:00,1,61810,"KERATELLA TICINENSIS",4.50,,
"CB",2007,2007-08-14 00:00:00,1,62000,"LEPADELLA",1.10,,
"CB",2007,2007-08-14 00:00:00,1,63004,"POLYARTHRA REMATA",52.10,,
"CB",2007,2007-08-14 00:00:00,1,63005,"POLYARTHRA VULGARIS",21.30,,
"CB",2007,2007-08-14 00:00:00,1,63400,"SYNCHAETA",0.60,,
"CB",2007,2007-08-14 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",30.20,,
"CB",2007,2007-08-14 00:00:00,1,63612,"TRICHOCERCA MULTICRINIS",3.40,,
"CB",2007,2007-08-14 00:00:00,1,88888,"UNKNOWN ROTIFER",0.60,,
"CB",2007,2007-09-10 00:00:00,1,10000,"COPEPOD NAUPLII",71.10,,
"CB",2007,2007-09-10 00:00:00,1,20601,"MESOCYCLOPS EDAX",24.60,,
"CB",2007,2007-09-10 00:00:00,1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",7.90,,
"CB",2007,2007-09-10 00:00:00,1,30000,"CALANOID",0.60,,
"CB",2007,2007-09-10 00:00:00,1,51100,"DAPHNIA",0.30,,
"CB",2007,2007-09-10 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",10.90,,
"CB",2007,2007-09-10 00:00:00,1,60200,"ASCOMORPHA",10.10,,
"CB",2007,2007-09-10 00:00:00,1,60202,"ASCOMORPHA OVALIS",24.60,,
"CB",2007,2007-09-10 00:00:00,1,60800,"CONOCHILOIDES",1.10,,
"CB",2007,2007-09-10 00:00:00,1,61502,"GASTROPUS STYLIFER",18.50,,
"CB",2007,2007-09-10 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",9.50,,
"CB",2007,2007-09-10 00:00:00,1,61801,"KERATELLA COCHLEARIS",0.60,,
"CB",2007,2007-09-10 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",44.20,,
"CB",2007,2007-09-10 00:00:00,1,61810,"KERATELLA TICINENSIS",2.20,,
"CB",2007,2007-09-10 00:00:00,1,62406,"MONOSTYLA LUNARIS",0.60,,
"CB",2007,2007-09-10 00:00:00,1,63004,"POLYARTHRA REMATA",123.20,,
"CB",2007,2007-09-10 00:00:00,1,63005,"POLYARTHRA VULGARIS",34.20,,
"CB",2007,2007-09-10 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",9.50,,
"CB",2007,2007-09-10 00:00:00,1,63612,"TRICHOCERCA MULTICRINIS",9.50,,
"CB",2007,2007-09-10 00:00:00,1,88888,"UNKNOWN ROTIFER",0.60,,
"CB",2007,2007-10-10 00:00:00,1,10000,"COPEPOD NAUPLII",56.00,,
"CB",2007,2007-10-10 00:00:00,1,20000,"CYCLOPOID",2.00,,
"CB",2007,2007-10-10 00:00:00,1,20601,"MESOCYCLOPS EDAX",11.40,,
"CB",2007,2007-10-10 00:00:00,1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",5.30,,
"CB",2007,2007-10-10 00:00:00,1,50700,"BOSMINIDAE",2.20,,
"CB",2007,2007-10-10 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",13.20,,
"CB",2007,2007-10-10 00:00:00,1,60201,"ASCOMORPHA ECAUDIS",1.40,,
"CB",2007,2007-10-10 00:00:00,1,60202,"ASCOMORPHA OVALIS",5.60,,
"CB",2007,2007-10-10 00:00:00,1,61502,"GASTROPUS STYLIFER",14.00,,
"CB",2007,2007-10-10 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",8.40,,
"CB",2007,2007-10-10 00:00:00,1,61801,"KERATELLA COCHLEARIS",7.00,,
"CB",2007,2007-10-10 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",63.00,,
"CB",2007,2007-10-10 00:00:00,1,62406,"MONOSTYLA LUNARIS",1.40,,
"CB",2007,2007-10-10 00:00:00,1,63004,"POLYARTHRA REMATA",182.00,,
"CB",2007,2007-10-10 00:00:00,1,63005,"POLYARTHRA VULGARIS",121.80,,
"CB",2007,2007-10-10 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",1.40,,
"CB",2007,2007-10-10 00:00:00,1,63612,"TRICHOCERCA MULTICRINIS",8.40,,
"CB",2007,2007-11-08 00:00:00,1,10000,"COPEPOD NAUPLII",1.70,,
"CB",2007,2007-11-08 00:00:00,1,20000,"CYCLOPOID",0.60,,
"CB",2007,2007-11-08 00:00:00,1,20601,"MESOCYCLOPS EDAX",0.30,,
"CB",2007,2007-11-08 00:00:00,1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",4.00,,
"CB",2007,2007-11-08 00:00:00,1,50700,"BOSMINIDAE",0.30,,
"CB",2007,2007-11-08 00:00:00,1,51000,"CHYDORUS",2.00,,
"CB",2007,2007-11-08 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",0.60,,
"CB",2007,2007-11-08 00:00:00,1,60201,"ASCOMORPHA ECAUDIS",1.10,,
"CB",2007,2007-11-08 00:00:00,1,61502,"GASTROPUS STYLIFER",34.20,,
"CB",2007,2007-11-08 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",15.70,,
"CB",2007,2007-11-08 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",38.60,,
"CB",2007,2007-11-08 00:00:00,1,62400,"MONOSTYLA",0.60,,
"CB",2007,2007-11-08 00:00:00,1,62406,"MONOSTYLA LUNARIS",1.10,,
"CB",2007,2007-11-08 00:00:00,1,62902,"PLOESOMA LENTICULARE",0.60,,
"CB",2007,2007-11-08 00:00:00,1,63004,"POLYARTHRA REMATA",68.30,,
"CB",2007,2007-11-08 00:00:00,1,63005,"POLYARTHRA VULGARIS",25.80,,
"CB",2007,2007-11-08 00:00:00,1,63612,"TRICHOCERCA MULTICRINIS",1.10,,
"CB",2008,2008-02-25 00:00:00,1,61801,"KERATELLA COCHLEARIS",0.30,,
"CB",2008,2008-02-25 00:00:00,1,88888,"UNKNOWN ROTIFER",5.30,,
"CB",2008,2008-05-06 00:00:00,1,10000,"COPEPOD NAUPLII",24.60,20,0.13
"CB",2008,2008-05-06 00:00:00,1,20601,"MESOCYCLOPS EDAX",2.20,7,0.92
"CB",2008,2008-05-06 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",0.60,,
"CB",2008,2008-05-06 00:00:00,1,63400,"SYNCHAETA",0.60,,
"CB",2008,2008-05-06 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",0.30,,
"CB",2008,2008-05-06 00:00:00,1,88888,"UNKNOWN ROTIFER",2.00,6,0.14
"CB",2008,2008-05-20 00:00:00,1,10000,"COPEPOD NAUPLII",37.00,,
"CB",2008,2008-05-20 00:00:00,1,20000,"CYCLOPOID",8.10,,
"CB",2008,2008-05-20 00:00:00,1,20601,"MESOCYCLOPS EDAX",8.90,,
"CB",2008,2008-05-20 00:00:00,1,51000,"CHYDORUS",3.40,,
"CB",2008,2008-05-20 00:00:00,1,60200,"ASCOMORPHA",1.10,,
"CB",2008,2008-05-20 00:00:00,1,61801,"KERATELLA COCHLEARIS",0.60,,
"CB",2008,2008-05-20 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",2.80,,
"CB",2008,2008-05-20 00:00:00,1,63004,"POLYARTHRA REMATA",67.20,,
"CB",2008,2008-05-20 00:00:00,1,63005,"POLYARTHRA VULGARIS",19.60,,
"CB",2008,2008-05-20 00:00:00,1,63400,"SYNCHAETA",1.10,,
"CB",2008,2008-05-20 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",1.10,,
"CB",2008,2008-07-02 00:00:00,1,10000,"COPEPOD NAUPLII",9.00,7,0.20
"CB",2008,2008-07-02 00:00:00,1,20000,"CYCLOPOID",0.60,1,0.34
"CB",2008,2008-07-02 00:00:00,1,20601,"MESOCYCLOPS EDAX",6.10,15,0.82
"CB",2008,2008-07-02 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",2.20,8,0.46
"CB",2008,2008-07-02 00:00:00,1,60200,"ASCOMORPHA",0.60,,
"CB",2008,2008-07-02 00:00:00,1,60800,"CONOCHILOIDES",16.20,11,0.08
"CB",2008,2008-07-02 00:00:00,1,61502,"GASTROPUS STYLIFER",0.60,,
"CB",2008,2008-07-02 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",187.60,,
"CB",2008,2008-07-02 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",9.00,1,0.11
"CB",2008,2008-07-02 00:00:00,1,61810,"KERATELLA TICINENSIS",1.10,,
"CB",2008,2008-07-02 00:00:00,1,63004,"POLYARTHRA REMATA",17.90,3,0.08
"CB",2008,2008-07-02 00:00:00,1,63005,"POLYARTHRA VULGARIS",25.80,,
"CB",2008,2008-07-02 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",5.00,3,0.09
"CB",2008,2008-07-29 00:00:00,1,10000,"COPEPOD NAUPLII",37.00,,
"CB",2008,2008-07-29 00:00:00,1,20601,"MESOCYCLOPS EDAX",19.00,70,0.89
"CB",2008,2008-07-29 00:00:00,1,50700,"BOSMINIDAE",0.30,1,0.27
"CB",2008,2008-07-29 00:00:00,1,51130,"DAPHNIA PULICARIA",5.60,6,0.88
"CB",2008,2008-07-29 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",13.20,42,0.70
"CB",2008,2008-07-29 00:00:00,1,60800,"CONOCHILOIDES",3.40,,
"CB",2008,2008-07-29 00:00:00,1,61502,"GASTROPUS STYLIFER",11.20,,
"CB",2008,2008-07-29 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",237.40,,
"CB",2008,2008-07-29 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",1.70,,
"CB",2008,2008-07-29 00:00:00,1,63004,"POLYARTHRA REMATA",1.10,,
"CB",2008,2008-07-29 00:00:00,1,63005,"POLYARTHRA VULGARIS",10.10,,
"CB",2008,2008-07-29 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",11.20,,
"CB",2008,2008-08-27 00:00:00,1,10000,"COPEPOD NAUPLII",9.50,,
"CB",2008,2008-08-27 00:00:00,1,20601,"MESOCYCLOPS EDAX",6.80,17,0.91
"CB",2008,2008-08-27 00:00:00,1,51130,"DAPHNIA PULICARIA",6.70,21,0.92
"CB",2008,2008-08-27 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",1.70,,
"CB",2008,2008-08-27 00:00:00,1,61502,"GASTROPUS STYLIFER",5.90,,
"CB",2008,2008-08-27 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",20.40,,
"CB",2008,2008-08-27 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",0.80,,
"CB",2008,2008-08-27 00:00:00,1,63004,"POLYARTHRA REMATA",0.60,,
"CB",2008,2008-08-27 00:00:00,1,63005,"POLYARTHRA VULGARIS",4.50,,
"CB",2008,2008-08-27 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",0.60,,
"CB",2008,2008-09-25 00:00:00,1,10000,"COPEPOD NAUPLII",10.60,6,0.12
"CB",2008,2008-09-25 00:00:00,1,20000,"CYCLOPOID",0.60,1,0.33
"CB",2008,2008-09-25 00:00:00,1,20601,"MESOCYCLOPS EDAX",5.10,8,1.10
"CB",2008,2008-09-25 00:00:00,1,51000,"CHYDORUS",0.60,2,0.24
"CB",2008,2008-09-25 00:00:00,1,51130,"DAPHNIA PULICARIA",8.90,19,0.78
"CB",2008,2008-09-25 00:00:00,1,51801,"HOLOPEDIUM GIBBERUM",0.30,1,0.34
"CB",2008,2008-09-25 00:00:00,1,61502,"GASTROPUS STYLIFER",17.90,11,0.08
"CB",2008,2008-09-25 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",97.40,,
"CB",2008,2008-09-25 00:00:00,1,61808,"KERATELLA TAUROCEPHALA",2.20,,
"CB",2008,2008-09-25 00:00:00,1,61911,"LECANE MIRA",0.60,1,0.10
"CB",2008,2008-09-25 00:00:00,1,63004,"POLYARTHRA REMATA",5.60,,
"CB",2008,2008-09-25 00:00:00,1,63005,"POLYARTHRA VULGARIS",10.10,,
"CB",2008,2008-09-25 00:00:00,1,63602,"TRICHOCERCA BIROSTRIS",23.00,12,0.10
"CB",2008,2008-10-22 00:00:00,1,10000,"COPEPOD NAUPLII",5.60,,
"CB",2008,2008-10-22 00:00:00,1,20000,"CYCLOPOID",0.30,1,0.36
"CB",2008,2008-10-22 00:00:00,1,20601,"MESOCYCLOPS EDAX",0.60,2,1.25
"CB",2008,2008-10-22 00:00:00,1,51000,"CHYDORUS",0.60,2,0.27
"CB",2008,2008-10-22 00:00:00,1,51130,"DAPHNIA PULICARIA",6.40,19,0.99
"CB",2008,2008-10-22 00:00:00,1,61502,"GASTROPUS STYLIFER",10.10,1,0.09
"CB",2008,2008-10-22 00:00:00,1,61701,"KELLICOTTIA BOSTONIENSIS",240.80,,
