Sample_Name,Depth,DO,Temperature,pH,Secchi Depth
FBH20AUG07,2,,,,
NSH21AUG07,0,5.34,18.9,,
NSH21AUG07,0.5,5.21,18.9,,
NSH21AUG07,1,5.19,18.9,,
NSH21AUG07,2,4.77,18.9,,
NSH21AUG07,3,0.15,12.8,,
NSH21AUG07,4,0.08,8.9,,
SSH21AUG07,0,5.37,18.3,,
SSH21AUG07,0.5,5.25,18.3,,
SSH21AUG07,1,5.24,18.3,,
SSH21AUG07,2,1.1,16.8,,
SSH21AUG07,3,0.06,9.5,,
SSH21AUG07,4,0.05,6.3,,
SSH21AUG07,5,0.05,5,,
SSH21AUG07,6,0.03,4.7,,
SSH21AUG07,7,0.03,4.6,,
SSH21AUG07,8,0.03,4.6,,
WSH21AUG07,0,6.21,20.2,,
WSH21AUG07,0.5,6.13,20.2,,
WSH21AUG07,1,6.1,20.2,,
WSH21AUG07,2,6.09,20.1,,
WSH21AUG07,3,6.07,20.1,,
WSH21AUG07,4,0.16,15.6,,
HKH22AUG07,0,5.96,20,,
HKH22AUG07,0.5,5.91,19.4,,
HKH22AUG07,1,5.95,19.3,,
HKH22AUG07,2,5.88,19.2,,
HKH22AUG07,3,5.64,19.1,,
HKH22AUG07,4,0.07,13.2,,
HKH22AUG07,5,0.06,8.3,,
HKH22AUG07,6,0.06,6.1,,
HKH22AUG07,7,0.06,4.9,,
HKH22AUG07,8,0.05,4.6,,
HKH22AUG07,9,0.05,4.5,,
HKH22AUG07,10,0.04,4.5,,
HKH22AUG07,11,0.03,4.5,,
HKH22AUG07,12,0.03,4.5,,
HKH22AUG07,13,0.04,4.5,,
HKH22AUG07,14,0.04,4.6,,
HKH22AUG07,15,0.04,4.6,,
HKH22AUG07,16,0.04,4.7,,
HKH22AUG07,17,0.04,4.7,,
HKH22AUG07,18,0.04,4.7,,
HKH22AUG07,19,0.04,4.7,,
MAH22AUG07,0,7.35,23.3,,
MAH22AUG07,0.5,7.72,19.8,,
MAH22AUG07,1,7.18,18.9,,
MAH22AUG07,2,0.22,17.1,,
MAH22AUG07,3,0.05,8.7,,
MAH22AUG07,4,0.06,5.9,,
MAH22AUG07,5,0.04,4.7,,
MAH22AUG07,6,0.03,4.5,,
MAH22AUG07,7,0.03,4.5,,
MAH22AUG07,8,0.03,4.6,,
MAH22AUG07,9,0.03,4.7,,
MAH22AUG07,10,0.03,4.7,,
MAH22AUG07,11,0.03,4.7,,
MAH22AUG07,12,0.03,4.7,,
MAH22AUG07,13,0.03,4.7,,
MAH22AUG07,14,0.03,4.7,,
MAH22AUG07,15,0.03,4.7,,
MAH22AUG07,16,0.03,4.7,,
MAH22AUG07,17,0.03,4.7,,
MAH22AUG07,18,0.03,4.8,,
MAH22AUG07,19,0.03,4.8,,
MAH22AUG07,20,0.03,4.8,,
MAH22AUG07,21,0.04,4.8,,
MAH22AUG07,22,0.04,4.8,,
NSH23AUG07,0,6.65,21.3,,
NSH23AUG07,0.5,6.18,21.2,,
NSH23AUG07,1,5.34,19.8,,
NSH23AUG07,2,4.39,19,,
NSH23AUG07,3,0.12,12.9,,
NSH23AUG07,4,0.11,9.7,,
SSH23AUG07,0,8.5,21,,
SSH23AUG07,0.5,8.24,20.6,,
SSH23AUG07,1,4.85,18.8,,
SSH23AUG07,2,1.01,17,,
SSH23AUG07,3,0.07,9.7,,
SSH23AUG07,4,0.05,6.1,,
SSH23AUG07,5,0.04,5,,
SSH23AUG07,6,0.04,4.8,,
SSH23AUG07,7,0.03,4.7,,
SSH23AUG07,8,0.03,4.7,,
WSH23AUG07,0,6.8,21.5,,
WSH23AUG07,0.5,6.88,21.4,,
WSH23AUG07,1,6.46,20.9,,
WSH23AUG07,2,6.4,20.4,,
WSH23AUG07,3,6.14,20.1,,
WSH23AUG07,4,0.03,15.9,,
TBH23AUG07,0,7.53,21.4,,
TBH23AUG07,0.5,,,,
TBH23AUG07,1,6.76,19.1,,
TBH23AUG07,2,0.21,15.7,,
TBH23AUG07,3,0.09,8.3,,
TBH23AUG07,4,0,5.5,,
TBH23AUG07,5,0,4.6,,
TBH23AUG07,6,0,4.4,,
TBH23AUG07,7,0,4.4,,
CBH23AUG07,0,7.5,21.9,,
CBH23AUG07,0.5,7.49,21.2,,
CBH23AUG07,1,5.51,19.5,,
CBH23AUG07,1.5,3.64,18.8,,
CBH23AUG07,2,2.54,18.5,,
CBH23AUG07,2.5,,,,
FBH23AUG07,0,7.06,21.4,,
FBH23AUG07,0.5,5.87,20.8,,
FBH23AUG07,1,4.53,19.7,,
FBH23AUG07,1.5,1.99,19.3,,
FBH23AUG07,2,,,,
HKH24AUG07,0,6.83,20.8,,
HKH24AUG07,0.5,6.75,20.8,,
HKH24AUG07,1,6.64,20.6,,
HKH24AUG07,2,6.06,19.6,,
HKH24AUG07,3,5,18.9,,
HKH24AUG07,4,0.27,12.8,,
HKH24AUG07,5,0.08,8.8,,
HKH24AUG07,6,0.08,6.4,,
HKH24AUG07,7,0.07,5,,
HKH24AUG07,8,0.07,4.7,,
HKH24AUG07,9,0.06,4.6,,
HKH24AUG07,10,0.05,4.5,,
HKH24AUG07,11,0.05,4.5,,
HKH24AUG07,12,0.03,4.5,,
HKH24AUG07,13,0.04,4.6,,
HKH24AUG07,14,0.04,4.6,,
HKH24AUG07,15,0.03,4.6,,
HKH24AUG07,16,0.03,4.7,,
HKH24AUG07,17,0.03,4.7,,
HKH24AUG07,18,0.03,4.7,,
HKH24AUG07,19,0.03,4.7,,
MAH24AUG07,0,8.52,21.8,,
MAH24AUG07,0.5,8.05,21.1,,
MAH24AUG07,1,7.4,19.4,,
MAH24AUG07,2,0.15,15.5,,
MAH24AUG07,3,0.1,9.7,,
MAH24AUG07,4,0.09,6.1,,
MAH24AUG07,5,0.05,4.7,,
MAH24AUG07,6,0.05,4.5,,
MAH24AUG07,7,0.05,4.5,,
MAH24AUG07,8,0.05,4.6,,
MAH24AUG07,9,0.05,4.6,,
MAH24AUG07,10,0.05,4.7,,
MAH24AUG07,11,0.05,4.7,,
MAH24AUG07,12,0.06,4.7,,
MAH24AUG07,13,0.05,4.7,,
MAH24AUG07,14,0.12,4.7,,
MAH24AUG07,15,0.18,4.7,,
MAH24AUG07,16,0.29,4.7,,
MAH24AUG07,17,0.34,4.7,,
MAH24AUG07,18,0.44,4.7,,
MAH24AUG07,19,0.5,4.7,,
MAH24AUG07,20,0.51,4.8,,
MAH24AUG07,21,0.5,4.8,,
MAH24AUG07,22,0.5,4.8,,
NSH27AUG07,0,8.2,21.9,,
NSH27AUG07,0.5,7.78,21.4,,
NSH27AUG07,1,6.7,20.5,,
NSH27AUG07,2,0.13,16.4,,
NSH27AUG07,3,0.07,12.9,,
NSH27AUG07,4,0.07,10,,
SSH27AUG07,0,8,22.8,,
SSH27AUG07,0.5,8.44,20.7,,
SSH27AUG07,1,7.73,20,,
SSH27AUG07,2,0.67,16.3,,
SSH27AUG07,3,0.09,9.8,,
SSH27AUG07,4,0.09,6.1,,
SSH27AUG07,5,0.09,5.4,,
SSH27AUG07,6,0.08,4.9,,
SSH27AUG07,7,0.06,4.8,,
SSH27AUG07,8,0.05,4.7,,
WSH27AUG07,0,7.96,22,,
WSH27AUG07,0.5,7.9,21.9,,
WSH27AUG07,1,7.9,21.2,,
WSH27AUG07,2,7.8,20.9,,
WSH27AUG07,3,6.73,20.7,,
WSH27AUG07,4,0.13,17.2,,
TBH27AUG07,0,8.17,24.5,,
TBH27AUG07,0.5,8.35,21.2,,
TBH27AUG07,1,8.03,19.8,,
TBH27AUG07,2,0.13,15.2,,
TBH27AUG07,3,0.11,8.8,,
TBH27AUG07,4,0.08,5.4,,
TBH27AUG07,5,0.06,4.8,,
TBH27AUG07,6,0.06,4.5,,
TBH27AUG07,7,0.06,4.4,,
CBH27AUG07,0,8.72,22.9,,
CBH27AUG07,0.5,9.23,21.4,,
CBH27AUG07,1,7.12,20.5,,
CBH27AUG07,1.5,5.68,19.7,,
CBH27AUG07,2,0.1,18.6,,
CBH27AUG07,2.5,,,,
FBH27AUG07,0,7.19,23.5,,
FBH27AUG07,0.5,6.86,21,,
FBH27AUG07,1,5.85,20.4,,
FBH27AUG07,1.5,5.16,20.1,,
FBH27AUG07,2,0.08,19.6,,
HKH27AUG07,0,6.71,20.4,,
HKH27AUG07,0.5,6.56,20.4,,
HKH27AUG07,1,6.68,20.4,,
HKH27AUG07,2,6.5,20.3,,
HKH27AUG07,3,3.93,19.3,,
HKH27AUG07,4,0.31,13.2,,
HKH27AUG07,5,0.25,8.9,,
HKH27AUG07,6,0.13,5.9,,
HKH27AUG07,7,0.12,4.9,,
HKH27AUG07,8,0.11,4.7,,
HKH27AUG07,9,0.1,4.6,,
HKH27AUG07,10,0.1,4.6,,
HKH27AUG07,11,0.09,4.6,,
HKH27AUG07,12,0.08,4.6,,
HKH27AUG07,13,0.08,4.6,,
HKH27AUG07,14,0.13,4.6,,
HKH27AUG07,15,0.11,4.6,,
HKH27AUG07,16,0.11,4.7,,
HKH27AUG07,17,0.1,4.7,,
HKH27AUG07,18,0.1,4.7,,
HKH27AUG07,19,0.09,4.8,,
MAH27AUG07,0,8.37,20.7,,
MAH27AUG07,0.5,8.3,20.4,,
MAH27AUG07,1,7.93,19.4,,
MAH27AUG07,2,0.16,16.1,,
MAH27AUG07,3,0.1,9.5,,
MAH27AUG07,4,0.08,6.1,,
MAH27AUG07,5,0.05,4.8,,
MAH27AUG07,6,0.04,4.5,,
MAH27AUG07,7,0.04,4.5,,
MAH27AUG07,8,0.03,4.6,,
MAH27AUG07,9,0.04,4.6,,
MAH27AUG07,10,0.03,4.7,,
MAH27AUG07,11,0.04,4.7,,
MAH27AUG07,12,0.03,4.7,,
MAH27AUG07,13,0.04,4.7,,
MAH27AUG07,14,0.03,4.7,,
MAH27AUG07,15,0.03,4.7,,
MAH27AUG07,16,0.03,4.7,,
MAH27AUG07,17,0.03,4.7,,
MAH27AUG07,18,0.03,4.7,,
MAH27AUG07,19,0.03,4.7,,
MAH27AUG07,20,0.03,4.8,,
MAH27AUG07,21,0.03,4.8,,
MAH27AUG07,22,0.04,4.8,,
CBH10SEP07,0,5.73,18.9,4.2,
CBH10SEP07,0.5,5.73,18.9,,
CBH10SEP07,1,5.67,19,,
CBH10SEP07,1.5,5.65,18.9,,
CBH10SEP07,2,5.37,18.8,,
FBH10SEP07,0,5.45,17.8,5.98,
FBH10SEP07,0.5,5.44,17.8,,
FBH10SEP07,1,5.25,17.7,,
FBH10SEP07,1.5,0.14,18.1,,
FBH10SEP07,2,,,,
TBH10SEP07,0,4.74,17.9,5.61,
TBH10SEP07,0.5,4.67,17.9,,
TBH10SEP07,1,4.67,18,,
TBH10SEP07,2,0.13,13.3,,
TBH10SEP07,3,0.1,9.5,,
TBH10SEP07,4,0.08,6,,
TBH10SEP07,5,0.07,4.9,,
TBH10SEP07,6,0.06,4.5,,
TBH10SEP07,7,0.05,4.5,,
NSH10SEP07,0,5.58,19.4,4.68,
NSH10SEP07,0.5,5.57,19.4,,
NSH10SEP07,1,5.5,19.3,,
NSH10SEP07,2,4.75,19,,
NSH10SEP07,3,0.13,13,,
NSH10SEP07,4,0.05,9.4,4.75,
SSH10SEP07,0,5.75,18.9,,
SSH10SEP07,0.5,5.61,18.8,,
SSH10SEP07,1,5.45,18.6,,
SSH10SEP07,2,0.13,16.6,,
SSH10SEP07,3,0.09,10.4,,
SSH10SEP07,4,0.07,7,,
SSH10SEP07,5,0.06,5.4,,
SSH10SEP07,6,0.05,4.9,,
SSH10SEP07,7,0.04,4.8,,
SSH10SEP07,8,0.03,4.7,,
WSH10SEP07,0,7.32,20.5,4.97,
WSH10SEP07,0.5,7.3,20.6,,
WSH10SEP07,1,7.24,20.5,,
WSH10SEP07,2,7.12,20.4,,
WSH10SEP07,3,6.97,20.3,,
WSH10SEP07,4,0.09,18,,
MAH10SEP07,0,6.51,16.9,5.65,
MAH10SEP07,0.5,6.47,16.9,,
MAH10SEP07,1,6.45,16.9,,
MAH10SEP07,2,1.22,16,,
MAH10SEP07,3,0.08,9.8,,
MAH10SEP07,4,0.14,6.7,,
MAH10SEP07,5,0.12,5.2,,
MAH10SEP07,6,0.11,4.8,,
MAH10SEP07,7,0.1,4.7,,
MAH10SEP07,8,0.09,4.7,,
MAH10SEP07,9,0.08,4.7,,
MAH10SEP07,10,0.08,4.7,,
MAH10SEP07,11,0.08,4.7,,
MAH10SEP07,12,0.08,4.7,,
MAH10SEP07,13,0.07,4.7,,
MAH10SEP07,14,0.08,4.7,,
MAH10SEP07,15,0.07,4.7,,
MAH10SEP07,16,0.07,4.7,,
MAH10SEP07,17,0.08,4.7,,
MAH10SEP07,18,0.08,4.7,,
MAH10SEP07,19,0.08,4.8,,
MAH10SEP07,20,0.1,4.8,,
MAH10SEP07,21,0.13,4.8,,
MAH10SEP07,22,0.17,4.8,,
NSH17SEP07,0,5.28,14,5.14,
NSH17SEP07,0.5,5.22,13.8,,
NSH17SEP07,1,5.22,13.8,,
NSH17SEP07,2,5.34,13.7,,
NSH17SEP07,3,2.48,13.3,,
NSH17SEP07,4,0.18,10.9,,
SSH17SEP07,0,7.09,13.4,4.84,
SSH17SEP07,0.5,6.95,13.3,,
SSH17SEP07,1,6.89,13.2,,
SSH17SEP07,2,6.86,13.2,,
SSH17SEP07,3,0.25,10.8,,
SSH17SEP07,4,0.13,7,,
SSH17SEP07,5,0.1,5.5,,
SSH17SEP07,6,0.08,5,,
SSH17SEP07,7,0.07,4.8,,
SSH17SEP07,8,0.06,4.8,,
SSH17SEP07,9,0.05,4.8,,
WSH17SEP07,0,7.79,15.2,5.43,
WSH17SEP07,0.5,7.72,15.1,,
WSH17SEP07,1,7.66,15,,
WSH17SEP07,2,7.64,15,,
WSH17SEP07,3,7.61,14.9,,
WSH17SEP07,4,6.64,14.9,,
TBH17SEP07,0,5.85,15,4.65,
TBH17SEP07,0.5,5.91,13.1,,
TBH17SEP07,1,5.54,12.8,,
TBH17SEP07,2,4.47,12.7,,
TBH17SEP07,3,0.11,8.8,,
TBH17SEP07,4,0.1,6.1,,
TBH17SEP07,5,0.08,4.9,,
TBH17SEP07,6,0.07,4.6,,
TBH17SEP07,7,0.06,4.5,,
CBH17SEP07,0,8.01,14.5,4.47,
CBH17SEP07,0.5,8.23,14,,
CBH17SEP07,1,8.15,13.5,,
CBH17SEP07,1.5,8.03,13.3,,
CBH17SEP07,2,7.9,13.2,,
FBH17SEP07,0,8.11,14.3,4.83,
FBH17SEP07,0.5,7.98,13,,
FBH17SEP07,1,7.94,12.7,,
FBH17SEP07,1.5,6.41,12.8,,
FBH17SEP07,2,0.6,12.8,,
MAH18SEP07,0,8.38,15.5,5.71,
MAH18SEP07,0.5,7.89,14.2,,
MAH18SEP07,1,7.38,13,,
MAH18SEP07,2,6.29,12.7,,
MAH18SEP07,3,0.12,10.4,,
MAH18SEP07,4,0.12,6.6,,
MAH18SEP07,5,0.1,5.2,,
MAH18SEP07,6,0.08,4.6,,
MAH18SEP07,7,0.07,4.6,,
MAH18SEP07,8,0.07,4.7,,
MAH18SEP07,9,0.07,4.7,,
MAH18SEP07,10,0.06,4.7,,
MAH18SEP07,11,0.06,4.7,,
MAH18SEP07,12,0.06,4.7,,
MAH18SEP07,13,0.06,4.7,,
MAH18SEP07,14,0.06,4.7,,
MAH18SEP07,15,0.06,4.7,,
MAH18SEP07,16,0.06,4.7,,
MAH18SEP07,17,0.07,4.7,,
MAH18SEP07,18,0.07,4.7,,
MAH18SEP07,19,0.08,4.7,,
MAH18SEP07,20,0.08,4.8,,
MAH18SEP07,21,0.09,4.8,,
MAH18SEP07,22,0.18,4.8,,
MAH24SEP07,0,10.01,18.1,5.86,
MAH24SEP07,0.5,10.49,16.4,,
MAH24SEP07,1,10.07,15,,
MAH24SEP07,2,6.18,12.8,,
MAH24SEP07,3,0.24,10.6,,
MAH24SEP07,4,0.17,7,,
MAH24SEP07,5,0.13,5.4,,
MAH24SEP07,6,0.11,4.8,,
MAH24SEP07,7,0.11,4.7,,
MAH24SEP07,8,0.1,4.7,,
MAH24SEP07,9,0.08,4.7,,
MAH24SEP07,10,0.08,4.7,,
MAH24SEP07,11,0.07,4.7,,
MAH24SEP07,12,0.09,4.7,,
MAH24SEP07,13,0.08,4.7,,
MAH24SEP07,14,0.08,4.7,,
MAH24SEP07,15,0.07,4.7,,
MAH24SEP07,16,0.06,4.7,,
MAH24SEP07,17,0.06,4.7,,
MAH24SEP07,18,0.06,4.8,,
MAH24SEP07,19,0.06,4.8,,
MAH24SEP07,20,0.06,4.8,,
MAH24SEP07,21,0.06,4.8,,
MAH24SEP07,22,0.06,4.8,,
TBH24SEP07,0,8.49,19.2,4.77,
TBH24SEP07,0.5,7.66,16.4,,
TBH24SEP07,1,5.4,14.9,,
TBH24SEP07,2,4.1,12.6,,
TBH24SEP07,3,0.1,9.2,,
TBH24SEP07,4,0.08,6.3,,
TBH24SEP07,5,0.07,5.1,,
TBH24SEP07,6,0.05,4.7,,
TBH24SEP07,7,0.06,4.5,,
SSH24SEP07,0,8.87,20.2,5.12,
SSH24SEP07,0.5,9.4,18,,
SSH24SEP07,1,8.05,15.8,,
SSH24SEP07,2,5.79,13.6,,
SSH24SEP07,3,0.12,11,,
SSH24SEP07,4,0.12,7.2,,
SSH24SEP07,5,0.1,5.7,,
SSH24SEP07,6,0.08,5.1,,
SSH24SEP07,7,0.08,4.9,,
SSH24SEP07,8,0.06,4.9,,
SSH24SEP07,9,0.05,4.9,,
CBH25SEP07,0,8.62,19.7,4.76,
CBH25SEP07,0.5,8.7,19.2,,
CBH25SEP07,1,9.66,17.1,,
CBH25SEP07,1.5,8.5,15.5,,
CBH25SEP07,2,3.5,14.6,,
FBH25SEP07,0,8.8,19.3,4.79,
FBH25SEP07,0.5,8.41,17.7,,
FBH25SEP07,1,7.11,16.2,,
FBH25SEP07,1.5,6,15.9,,
FBH25SEP07,2,,,,
NSH25SEP07,0,8.16,19.5,5.16,
NSH25SEP07,0.5,7.76,18.5,,
NSH25SEP07,1,6.68,16.6,,
NSH25SEP07,2,3.83,14.3,,
NSH25SEP07,3,0.12,13,,
NSH25SEP07,4,0.06,10.1,,
WSH25SEP07,0,8.72,19,5.03,
WSH25SEP07,0.5,8.76,19,,
WSH25SEP07,1,8.74,19,,
WSH25SEP07,2,8.67,16.8,,
WSH25SEP07,3,5.52,16.2,,
WSH25SEP07,4,1.9,15.6,,
MAH01OCT07,0,9.56,14.6,5.88,
MAH01OCT07,0.5,9.55,14.5,,
MAH01OCT07,1,9.46,14.4,,
MAH01OCT07,2,4.74,13,,
MAH01OCT07,3,0.11,10.3,,
MAH01OCT07,4,0.09,7.1,,
MAH01OCT07,5,0.09,5.4,,
MAH01OCT07,6,0.08,4.8,,
MAH01OCT07,7,0.07,4.6,,
MAH01OCT07,8,0.06,4.6,,
MAH01OCT07,9,0.06,4.7,,
MAH01OCT07,10,0.06,4.7,,
MAH01OCT07,11,0.06,4.7,,
MAH01OCT07,12,0.06,4.7,,
MAH01OCT07,13,0.05,4.7,,
MAH01OCT07,14,0.05,4.7,,
MAH01OCT07,15,0.05,4.7,,
MAH01OCT07,16,0.04,4.7,,
MAH01OCT07,17,0.04,4.7,,
MAH01OCT07,18,0.04,4.7,,
MAH01OCT07,19,0.04,4.7,,
MAH01OCT07,20,0.04,4.8,,
MAH01OCT07,21,0.04,4.8,,
MAH01OCT07,22,0.03,4.8,,
NSH01OCT07,0,8.04,15.6,4.69,
NSH01OCT07,0.5,7.49,15.6,,
NSH01OCT07,1,6.43,15,,
NSH01OCT07,2,5.44,14.7,,
NSH01OCT07,3,0.13,12.9,,
NSH01OCT07,4,0.04,10.2,,
SSH01OCT07,0,8.73,15.3,4.84,
SSH01OCT07,0.5,8.2,15.2,,
SSH01OCT07,1,7.12,14.6,,
SSH01OCT07,2,3.28,13.9,,
SSH01OCT07,3,0.08,10.9,,
SSH01OCT07,4,0.08,7.4,,
SSH01OCT07,5,0.07,6,,
SSH01OCT07,6,0.06,5.2,,
SSH01OCT07,7,0.05,5,,
SSH01OCT07,8,0.05,4.8,,
SSH01OCT07,9,0.03,4.8,,
CBH01OCT07,0,9.16,16.1,4.35,
CBH01OCT07,0.5,9.14,15.8,,
CBH01OCT07,1,7.41,15.1,,
CBH01OCT07,1.5,6.94,14.9,,
CBH01OCT07,2,6.3,14.7,,
TBH01OCT07,0,10.41,16.4,4.32,
TBH01OCT07,0.5,8.24,15.4,,
TBH01OCT07,1,7.7,14.6,,
TBH01OCT07,2,3.01,12.3,,
TBH01OCT07,3,0.11,9.7,,
TBH01OCT07,4,0.08,6.4,,
TBH01OCT07,5,0.06,5.1,,
TBH01OCT07,6,0.06,4.7,,
TBH01OCT07,7,0.05,4.6,,
WSH02OCT07,0,7.97,15.9,5.25,
WSH02OCT07,0.5,7.88,15.9,,
WSH02OCT07,1,7.79,15.9,,
WSH02OCT07,2,7.65,15.9,,
WSH02OCT07,3,6.88,15.7,,
WSH02OCT07,4,4.76,15.5,,
FBH02OCT07,0,8.15,15.5,4.73,
FBH02OCT07,0.5,7.99,15.4,,
FBH02OCT07,1,5.96,14.9,,
FBH02OCT07,1.5,6.16,14.8,,
FBH02OCT07,2,,,,
MAH15OCT07,0,6.66,10.3,5.56,
MAH15OCT07,0.5,6.62,10.2,,
MAH15OCT07,1,6.54,10.1,,
MAH15OCT07,2,6.43,10.1,,
MAH15OCT07,3,5.86,10.1,,
MAH15OCT07,4,0.05,7.4,,
MAH15OCT07,5,0.05,5.9,,
MAH15OCT07,6,0.04,4.9,,
MAH15OCT07,7,0,4.7,,
MAH15OCT07,8,0,4.6,,
MAH15OCT07,9,0.03,4.7,,
MAH15OCT07,10,0.02,4.7,,
MAH15OCT07,11,0.02,4.7,,
MAH15OCT07,12,0.03,4.7,,
MAH15OCT07,13,0,4.7,,
MAH15OCT07,14,0.03,4.7,,
MAH15OCT07,15,0.02,4.7,,
MAH15OCT07,16,0.03,4.7,,
MAH15OCT07,17,0.02,4.7,,
MAH15OCT07,18,0,4.7,,
MAH15OCT07,19,0,4.7,,
MAH15OCT07,20,0.02,4.8,,
MAH15OCT07,21,0,4.8,,
SSH15OCT07,0,4.7,11.1,4.84,
SSH15OCT07,0.5,4.65,11.1,,
SSH15OCT07,1,4.4,10.9,,
SSH15OCT07,2,4.02,10.8,,
SSH15OCT07,3,4.06,10.7,,
SSH15OCT07,4,0.09,8.1,,
SSH15OCT07,5,0.07,6.5,,
SSH15OCT07,6,0.06,5.4,,
SSH15OCT07,7,0.05,5.1,,
SSH15OCT07,8,0.04,4.9,,
SSH15OCT07,9,0,5,,
NSH15OCT07,0,4.17,11.3,4.59,
NSH15OCT07,0.5,4.11,11.3,,
NSH15OCT07,1,3.91,11.2,,
NSH15OCT07,2,3.57,11.1,,
NSH15OCT07,3,3.63,11.1,,
NSH15OCT07,4,3.17,11.1,,
TBH16OCT07,0,6.35,10.3,4.85,
TBH16OCT07,0.5,6.22,10.2,,
TBH16OCT07,1,6.22,10.1,,
TBH16OCT07,2,6.13,10.1,,
TBH16OCT07,3,5.19,10,,
TBH16OCT07,4,0.14,7.1,,
TBH16OCT07,5,0.11,5.5,,
TBH16OCT07,6,0.11,4.8,,
TBH16OCT07,7,0.11,4.6,,
FBH16OCT07,0,8.1,9.7,4.5,
FBH16OCT07,0.5,8.07,9.6,,
FBH16OCT07,1,8.03,9.6,,
FBH16OCT07,1.5,8,9.6,,
FBH16OCT07,2,,,,
CBH16OCT07,0,7.2,10.6,4.32,
CBH16OCT07,0.5,7.17,10.4,,
CBH16OCT07,1,7.11,10.4,,
CBH16OCT07,1.5,7.13,10.4,,
CBH16OCT07,2,7.06,10.4,,
WSH16OCT07,0,7.88,11.8,5.15,
WSH16OCT07,0.5,7.84,11.8,,
WSH16OCT07,1,7.82,11.8,,
WSH16OCT07,2,7.79,11.7,,
WSH16OCT07,3,7.79,11.7,,
WSH16OCT07,4,7.77,11.7,,
NSH22OCT07,0,4.4,11.5,,
NSH22OCT07,0.5,4.4,11.2,,
NSH22OCT07,1,4.4,11.2,,
NSH22OCT07,2,4.4,11.1,,
NSH22OCT07,3,3.3,11,,
NSH22OCT07,4,1,10.9,,
SSH22OCT07,0,5.7,11.3,,
SSH22OCT07,0.5,5.6,11.1,,
SSH22OCT07,1,5.2,10.9,,
SSH22OCT07,2,4.4,10.7,,
SSH22OCT07,3,2.3,10.4,,
SSH22OCT07,4,0.15,8.7,,
SSH22OCT07,5,0.1,6.8,,
SSH22OCT07,6,0.1,5.5,,
SSH22OCT07,7,0.1,5.2,,
SSH22OCT07,8,0.1,5,,
SSH22OCT07,9,0.1,5,,
WSH22OCT07,0,7.93,11.8,,
WSH22OCT07,0.5,7.5,11.8,,
WSH22OCT07,1,7.7,11.8,,
WSH22OCT07,2,7.4,11.8,,
WSH22OCT07,3,7.55,11.7,,
WSH22OCT07,4,7.1,11.8,,
FBH22OCT07,0,7.6,11.2,,
FBH22OCT07,0.5,7.6,11.1,,
FBH22OCT07,1,7.3,10.7,,
FBH22OCT07,1.5,7.3,10.6,,
FBH22OCT07,2,0.2,10.7,,
TBH22OCT07,0,8.5,10.6,,
TBH22OCT07,0.5,8.25,10.7,,
TBH22OCT07,1,7.4,10.3,,
TBH22OCT07,2,4.5,10.1,,
TBH22OCT07,3,3.37,9.6,,
TBH22OCT07,4,0.12,7.1,,
TBH22OCT07,5,0.04,7.1,,
TBH22OCT07,6,0.04,5.7,,
TBH22OCT07,7,0.04,4.8,,
CBH23OCT07,0,7.4,10.3,,
CBH23OCT07,0.5,7.21,10,,
CBH23OCT07,1,7.28,9.9,,
CBH23OCT07,1.5,7.26,9.9,,
CBH23OCT07,2,6.85,9.7,,
MAH23OCT07,0,6.36,9.4,,
MAH23OCT07,0.5,6.32,9.6,,
MAH23OCT07,1,6.27,9.5,,
MAH23OCT07,2,6.37,9.4,,
MAH23OCT07,3,6.29,9.4,,
MAH23OCT07,4,0.15,8,,
MAH23OCT07,5,0.08,5.9,,
MAH23OCT07,6,0.08,5.1,,
MAH23OCT07,7,0.06,4.8,,
MAH23OCT07,8,0.05,4.7,,
MAH23OCT07,9,0.05,4.7,,
MAH23OCT07,10,0.04,4.7,,
MAH23OCT07,11,0.04,4.7,,
MAH23OCT07,12,0.04,4.7,,
MAH23OCT07,13,0.03,4.7,,
MAH23OCT07,14,0.03,4.7,,
MAH23OCT07,15,0.04,4.7,,
MAH23OCT07,16,0.03,4.7,,
MAH23OCT07,17,0.03,4.7,,
MAH23OCT07,18,0.03,4.7,,
MAH23OCT07,19,0.02,4.8,,
MAH23OCT07,20,0.03,4.8,,
MAH23OCT07,21,,,,
MAH23OCT07,22,,,,
MAH29OCT07,0,6.51,7.6,5.68,
MAH29OCT07,0.5,6.47,7.6,,
MAH29OCT07,1,6.45,7.6,,
MAH29OCT07,2,6.43,7.6,,
MAH29OCT07,3,6.43,7.6,,
MAH29OCT07,4,6.43,7.6,,
MAH29OCT07,5,0.16,6.3,,
MAH29OCT07,6,0.13,5.1,,
MAH29OCT07,7,0.11,4.8,,
MAH29OCT07,8,0.11,4.7,,
MAH29OCT07,9,0.1,4.7,,
MAH29OCT07,10,0.1,4.7,,
MAH29OCT07,11,0.09,4.7,,
MAH29OCT07,12,0.09,4.7,,
MAH29OCT07,13,0.08,4.7,,
MAH29OCT07,14,0.08,4.7,,
MAH29OCT07,15,0.09,4.7,,
MAH29OCT07,16,0.09,4.7,,
MAH29OCT07,17,0.08,4.7,,
MAH29OCT07,18,0.08,4.8,,
MAH29OCT07,19,0.08,4.8,,
MAH29OCT07,20,0.1,4.8,,
MAH29OCT07,21,0.1,4.8,,
MAH29OCT07,22,0.15,4.8,,
TBH29OCT07,0,5.74,8.4,4.67,
